event_id,event_date,asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality_score,asset_criticality,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_30d,failures_last_90d,failures_last_365d,same_defect_recurrences_365d,defect_type,officer_observation,defect_duration_days,inspection_image_available,defect_severity_label,failure_within_30d_target,maintenance_duration_hours_target,priority_score_target,priority_class_target,block_required_target
EVT-0001745,2025-04-19,AST-001739,Engineering,Points & Crossing,route setting and derailment prevention,ROS,RAJOSI,NWR,Rajasthan,SEC-ROS-LAC,2.0,65.3,HIGH,22,0.4412,2,False,10,48.6,14,10,0,0,0,0,0,crossing nose wear,clear degradation; crossing nose wear.,1.4,False,MEDIUM,False,4.23,33,MEDIUM,False
EVT-0001746,2025-04-19,AST-000248,Traction,Section Insulator,electrical sectioning,KJM,KRISHNARAJAPURAM,SWR,Karnataka,SEC-KJM-LOGH,8.6,45.3,MEDIUM,1,0.0163,7,True,0,20.2,30,30,0,0,0,0,0,alignment deviation,measurable deterioration; alignment deviation.,1.4,False,MEDIUM,False,5.83,24,LOW,False
EVT-0001747,2025-04-19,AST-003143,Traction,OHE Contact/Catenary,traction power collection,GHA,GOLEHWALA,NR,Punjab,SEC-GHA-KBU,17.0,55.7,MEDIUM,20,0.4152,2,True,8,32.8,30,17,0,0,0,0,0,wire strand damage,measurable deterioration; wire strand damage.,1.6,True,MEDIUM,False,7.25,30,MEDIUM,False
EVT-0001748,2025-04-19,AST-003123,Engineering,Level Crossing Surface,road-rail interface,CNPR,CHAINPUR,ECR,Jharkhand,SEC-CNPR-KMHT,7.8,51.7,MEDIUM,12,0.3097,2,False,5,38.0,30,31,1,0,0,0,0,approach settlement,clear degradation; approach settlement.,3.6,True,MEDIUM,False,4.73,27,LOW,False
EVT-0001749,2025-04-19,AST-001311,Engineering,Sleeper/Fastening Zone,track gauge and stability,KH,KAHILIYA,NER,Uttar Pradesh,SEC-KH-ROZA,5.7,70.3,HIGH,146,0.9392,6,True,56,77.2,30,90,60,0,1,1,1,broken sleeper cluster,clear degradation; broken sleeper cluster.,2.6,False,MEDIUM,False,4.57,39,MEDIUM,False
EVT-0001750,2025-04-19,AST-002302,Engineering,Rail/Track Section,direct train running safety,NMO,NEDI MOLLYANUR,SR,Tamil Nadu,SEC-NMO-PCLM,8.0,65.1,HIGH,30,0.5148,7,True,14,52.6,30,18,0,0,0,0,0,rail crack indication,clear degradation; rail crack indication.,2.0,False,MEDIUM,False,6.9,29,LOW,True
EVT-0001751,2025-04-19,AST-003371,Traction,Circuit Breaker/Interrupter,traction protection and isolation,BAB,BABINA,NCR,Uttar Pradesh,SEC-BAB-BPW,20.1,87.6,CRITICAL,190,0.9882,2,False,129,84.3,30,55,25,0,0,0,0,mechanism sluggishness,measurable deterioration; mechanism sluggishness.,1.6,True,MEDIUM,False,4.22,38,MEDIUM,False
EVT-0001752,2025-04-19,AST-001371,Engineering,Sleeper/Fastening Zone,track gauge and stability,PLW,PINGLESHWAR,WR,Madhya Pradesh,SEC-PLW-TJP,6.9,60.6,HIGH,61,0.7088,2,True,18,50.1,30,70,40,0,0,0,0,missing/loose fastening,slight deviation observed; missing/loose fastening.,2.7,False,LOW,False,3.25,19,LOW,False
EVT-0001753,2025-04-19,AST-002226,S&T,Colour Light Signal,movement authority indication,KTZ,KHUTWANSA,WCR,Madhya Pradesh,SEC-KTZ-DRA,13.2,85.9,CRITICAL,139,0.9256,2,False,93,80.4,30,33,3,0,0,0,0,LED aspect partial failure,clear degradation; LED aspect partial failure.,3.0,True,MEDIUM,False,3.66,54,HIGH,False
EVT-0001754,2025-04-19,AST-001300,Traction,Circuit Breaker/Interrupter,traction protection and isolation,KJL,KHUMGAON BURTI,CR,Madhya Pradesh,SEC-KJL-BIS,14.1,80.7,CRITICAL,89,0.8009,2,False,73,72.2,30,68,38,0,0,0,0,trip recurrence,major degradation; trip recurrence.,2.8,True,HIGH,False,6.7,62,HIGH,True
EVT-0001755,2025-04-19,AST-001303,S&T,Colour Light Signal,movement authority indication,KON,KUDALNAGAR,SR,Tamil Nadu,SEC-KON-SER,24.6,73.5,HIGH,64,0.7181,3,True,32,57.9,30,68,38,0,0,0,0,LED aspect partial failure,repeated functional abnormality; LED aspect partial failure.,4.6,True,HIGH,False,2.1,49,MEDIUM,True
EVT-0001756,2025-04-19,AST-001761,Engineering,Level Crossing Surface,road-rail interface,NGS,NAGANSUR,SWR,Karnataka,SEC-NGS-AKOR,15.0,67.4,HIGH,61,0.7088,2,False,32,63.8,30,44,14,0,0,0,0,road surface degradation,slight deviation observed; road surface degradation.,0.9,False,LOW,False,3.14,34,MEDIUM,False
EVT-0001757,2025-04-19,AST-000188,Traction,OHE Contact/Catenary,traction power collection,KVD,KHURMABAD ROAD,ECR,Bihar,SEC-KVD-SSG,3.4,71.5,HIGH,109,0.8564,2,True,48,61.0,30,26,0,0,0,0,0,wire strand damage,measurable deterioration; wire strand damage.,0.7,False,MEDIUM,False,2.15,45,MEDIUM,False
EVT-0001758,2025-04-20,AST-002455,Engineering,Points & Crossing,route setting and derailment prevention,DDN,DEHRADUN,NR,Uttarakhand,SEC-DDN-HRW,0.5,71.4,HIGH,39,0.5795,3,True,18,49.7,14,35,21,0,0,0,0,crossing nose wear,measurable deterioration; crossing nose wear.,6.4,False,MEDIUM,False,5.01,47,MEDIUM,True
EVT-0001759,2025-04-20,AST-003086,S&T,Colour Light Signal,movement authority indication,VP,VIRAPUR,SCR,Andhra Pradesh,SEC-VP-TKBN,12.0,73.6,HIGH,30,0.5148,2,False,14,54.7,30,34,4,0,0,0,0,aspect colour abnormality,early wear indication; aspect colour abnormality.,1.7,True,LOW,False,2.59,19,LOW,False
EVT-0001760,2025-04-20,AST-000477,Engineering,Sleeper/Fastening Zone,track gauge and stability,GBB,GUBBI,SWR,Karnataka,SEC-GBB-NTR,13.2,57.2,MEDIUM,52,0.6678,2,True,24,47.0,30,67,37,0,0,0,0,broken sleeper cluster,repeated functional abnormality; broken sleeper cluster.,2.7,True,HIGH,True,7.85,39,MEDIUM,True
EVT-0001761,2025-04-20,AST-002317,Engineering,Rail/Track Section,direct train running safety,BPL,BHOPAL JN,WCR,Madhya Pradesh,SEC-BPL-SUW,7.7,82.6,CRITICAL,190,0.9882,5,True,118,83.0,30,64,34,0,0,0,0,rail crack indication,repeated functional abnormality; rail crack indication.,3.6,True,HIGH,True,5.68,47,MEDIUM,True
EVT-0001762,2025-04-20,AST-002901,S&T,Track Circuit,train detection,HD,HARDA,WCR,Madhya Pradesh,SEC-HD-PAL,1.3,87.7,CRITICAL,139,0.9256,2,False,90,80.8,30,42,12,0,0,0,0,insulation degradation,clear degradation; insulation degradation.,2.4,False,MEDIUM,False,4.28,50,HIGH,True
EVT-0001763,2025-04-20,AST-000104,Traction,Section Insulator,electrical sectioning,BONA,BOINDA,SER,Odisha,SEC-BONA-JRPD,11.7,62.4,HIGH,32,0.5312,2,True,12,40.8,30,10,0,0,0,0,0,alignment deviation,slight deviation observed; alignment deviation.,6.4,True,LOW,False,5.33,22,LOW,False
EVT-0001764,2025-04-20,AST-000357,Engineering,Rail/Track Section,direct train running safety,TLB,TALWA BAZAR,ER,Jharkhand,SEC-TLB-TTN,9.3,58.1,MEDIUM,20,0.4152,4,True,8,41.4,30,77,47,0,0,0,0,rail crack indication,major degradation; rail crack indication.,10.7,False,HIGH,False,7.31,49,MEDIUM,False
EVT-0001765,2025-04-20,AST-001998,Engineering,Rail/Track Section,direct train running safety,TUP,TIRUPPUR,SR,Tamil Nadu,SEC-TUP-VNJ,4.4,75.5,HIGH,131,0.9079,2,True,59,64.8,30,80,50,0,0,0,0,weld defect,intermittent abnormality; weld defect.,1.4,False,MEDIUM,True,5.5,36,MEDIUM,False
EVT-0001766,2025-04-20,AST-002755,S&T,Colour Light Signal,movement authority indication,TUP,TIRUPPUR,SR,Tamil Nadu,SEC-TUP-VNJ,3.9,81.0,CRITICAL,131,0.9079,2,False,77,78.2,30,22,0,0,0,0,0,signal dark/intermittent,intermittent abnormality; signal dark/intermittent.,4.0,True,MEDIUM,False,4.25,35,MEDIUM,True
EVT-0001767,2025-04-20,AST-001425,S&T,Point Machine,route setting,VGL,VAGHLI,CR,Maharashtra,SEC-VGL-BFJ,15.5,84.9,CRITICAL,179,0.968,2,False,98,82.5,14,17,3,0,0,0,0,detection failure,clear degradation; detection failure.,2.1,True,MEDIUM,False,3.47,49,MEDIUM,True
EVT-0001768,2025-04-20,AST-002168,Engineering,Points & Crossing,route setting and derailment prevention,AGN,AMGAON,SECR,Maharashtra,SEC-AGN-DNL,24.6,77.5,HIGH,85,0.7887,3,True,45,62.8,14,41,27,0,0,0,0,point misalignment,intermittent abnormality; point misalignment.,4.4,True,MEDIUM,False,5.7,39,MEDIUM,False
EVT-0001769,2025-04-20,AST-001721,Engineering,Rail/Track Section,direct train running safety,CCL,CHANCHELAV,WR,Gujarat,SEC-CCL-SAT,5.9,72.6,HIGH,100,0.8298,2,True,27,59.8,30,43,13,0,0,0,0,surface shelling/squat,early wear indication; surface shelling/squat.,0.8,False,LOW,False,4.49,36,MEDIUM,False
EVT-0001770,2025-04-20,AST-002834,S&T,Point Machine,route setting,JU,JODHPUR JN,NWR,Rajasthan,SEC-JU-RKB,15.0,76.1,HIGH,78,0.763,12,True,32,69.0,14,11,0,0,0,0,0,detection failure,repeated functional abnormality; detection failure.,2.0,True,HIGH,False,5.18,47,MEDIUM,False
EVT-0001771,2025-04-20,AST-001948,S&T,Axle Counter,train detection,JJT,JAI JAI WANTI,NR,Haryana,SEC-JJT-JNA,14.2,72.0,HIGH,38,0.5758,4,True,12,53.7,30,37,7,0,1,1,0,evaluator communication fault,measurable deterioration; evaluator communication fault.,3.2,False,MEDIUM,False,5.14,42,MEDIUM,False
EVT-0001772,2025-04-20,AST-001301,Engineering,Level Crossing Surface,road-rail interface,HRG,Hirdagarh,CR,Madhya Pradesh,SEC-HRG-MKDN,5.7,49.5,MEDIUM,13,0.3145,2,False,7,37.7,30,61,31,0,0,0,0,flange-way obstruction,clear degradation; flange-way obstruction.,5.0,True,MEDIUM,False,5.99,39,MEDIUM,False
EVT-0001773,2025-04-20,AST-002849,Engineering,Bridge/Culvert,structural route continuity,AHLR,AHALYAPUR,NER,Uttar Pradesh,SEC-AHLR-NRA,8.0,73.7,HIGH,86,0.7901,2,True,25,57.9,90,68,0,0,0,0,0,drainage blockage,early wear indication; drainage blockage.,2.6,False,LOW,False,4.07,21,LOW,False
EVT-0001774,2025-04-20,AST-000121,S&T,Point Machine,route setting,SJPM,SUJATA PURAM HALT,SWR,Karnataka,SEC-SJPM-NTW,5.8,61.2,HIGH,14,0.3381,2,False,6,41.9,14,13,0,0,0,0,0,detection failure,measurable deterioration; detection failure.,2.9,True,MEDIUM,False,4.75,34,MEDIUM,False
EVT-0001775,2025-04-20,AST-002559,Traction,OHE Contact/Catenary,traction power collection,CPNL,KANPUR C PANEL,NCR,Uttar Pradesh,SEC-CPNL-GOY,17.1,54.3,MEDIUM,2,0.0714,8,True,1,25.5,30,47,17,0,0,0,0,wire strand damage,repeated functional abnormality; wire strand damage.,4.2,False,HIGH,True,9.02,43,MEDIUM,False
EVT-0001776,2025-04-20,AST-003247,Engineering,Sleeper/Fastening Zone,track gauge and stability,LSI,LAHERIA SARAI,ECR,Bihar,SEC-LSI-TLWA,4.9,58.3,MEDIUM,63,0.7167,2,True,21,50.0,30,88,58,0,0,0,0,missing/loose fastening,clear degradation; missing/loose fastening.,3.2,True,MEDIUM,False,7.09,40,MEDIUM,False
EVT-0001777,2025-04-20,AST-002222,S&T,Electronic Interlocking,route locking and conflict prevention,RMD,RAMANATHAPURAM,SR,Tamil Nadu,SEC-RMD-VTV,9.5,72.3,HIGH,20,0.4152,2,False,11,48.9,30,58,28,0,0,0,0,communication redundancy loss,minor visual anomaly; communication redundancy loss.,1.6,True,LOW,False,1.12,21,LOW,False
EVT-0001778,2025-04-20,AST-000520,Traction,OHE Contact/Catenary,traction power collection,GUK,GUNTAKONDURU,SCR,Andhra Pradesh,SEC-GUK-OTR,6.7,61.0,HIGH,28,0.4996,2,True,11,38.7,30,23,0,0,0,0,0,sag/height deviation,intermittent abnormality; sag/height deviation.,0.6,False,MEDIUM,False,5.46,21,LOW,False
EVT-0001779,2025-04-21,AST-002399,Engineering,Points & Crossing,route setting and derailment prevention,PLMX,PALAMPUR HIMACHAL,NR,Himachal Pradesh,SEC-PLMX-SLHP,35.0,59.8,MEDIUM,12,0.3097,4,True,6,36.0,14,68,54,0,0,0,0,point misalignment,significant defect observed; point misalignment.,4.5,True,HIGH,False,4.64,45,MEDIUM,False
EVT-0001780,2025-04-21,AST-000210,S&T,Colour Light Signal,movement authority indication,SKL,SINGAPERUMAL KOIL,SR,Tamil Nadu,SEC-SKL-PWU,1.3,86.1,CRITICAL,89,0.8009,2,False,51,73.6,30,66,36,0,0,0,0,aspect colour abnormality,measurable deterioration; aspect colour abnormality.,1.8,False,MEDIUM,False,4.23,44,MEDIUM,True
EVT-0001781,2025-04-21,AST-002425,Engineering,Bridge/Culvert,structural route continuity,BKG,BANKA GHAT,ECR,Bihar,SEC-BKG-PTG,20.6,77.8,HIGH,108,0.8518,4,True,65,70.3,90,82,0,0,0,0,0,structural crack indication,major degradation; structural crack indication.,3.0,True,HIGH,False,7.35,48,MEDIUM,False
EVT-0001782,2025-04-21,AST-001521,Engineering,Level Crossing Surface,road-rail interface,SZF,SATBAHINI,ECR,Jharkhand,SEC-SZF-MDJ,12.7,54.3,MEDIUM,21,0.4264,2,False,12,45.0,30,45,15,0,0,0,0,approach settlement,clear degradation; approach settlement.,11.4,False,MEDIUM,False,6.11,31,MEDIUM,False
EVT-0001783,2025-04-21,AST-000708,Traction,OHE Contact/Catenary,traction power collection,JHP,JUHJARPUR,WCR,Madhya Pradesh,SEC-JHP-KSLA,7.1,57.9,MEDIUM,31,0.5219,2,True,12,39.2,30,29,0,0,0,0,0,wire strand damage,measurable deterioration; wire strand damage.,6.9,True,MEDIUM,False,4.96,36,MEDIUM,False
EVT-0001784,2025-04-21,AST-003041,Traction,OHE Contact/Catenary,traction power collection,BYN,BANAHI,ECR,Bihar,SEC-BYN-SKRI,3.0,50.0,MEDIUM,6,0.1827,4,True,2,26.5,30,75,45,0,0,0,0,hot spot indication,repeated functional abnormality; hot spot indication.,5.9,False,HIGH,True,2.74,47,MEDIUM,False
EVT-0001785,2025-04-21,AST-002338,Traction,Cantilever Assembly,OHE geometry,AIH,ALAWALPUR I PUR,NR,Uttar Pradesh,SEC-AIH-BADK,5.9,50.6,MEDIUM,6,0.1827,3,True,2,22.7,30,70,40,0,0,0,0,fitting looseness,significant defect observed; fitting looseness.,2.4,False,HIGH,False,6.85,31,MEDIUM,False
EVT-0001786,2025-04-21,AST-001483,Engineering,Points & Crossing,route setting and derailment prevention,SVNR,SAVANUR,SWR,Karnataka,SEC-SVNR-YLG,9.0,74.4,HIGH,50,0.6539,2,False,28,62.6,14,15,1,0,0,0,0,crossing nose wear,clear degradation; crossing nose wear.,2.6,True,MEDIUM,False,4.45,29,LOW,False
EVT-0001787,2025-04-21,AST-001514,Traction,Section Insulator,electrical sectioning,BSR,VASAI ROAD,WR,Maharashtra,SEC-BSR-NIG,8.5,70.5,HIGH,108,0.8518,3,True,53,64.5,30,23,0,0,0,0,0,insulator chipping,measurable deterioration; insulator chipping.,3.0,True,MEDIUM,False,4.35,20,LOW,False
EVT-0001788,2025-04-21,AST-002893,Engineering,Rail/Track Section,direct train running safety,KOHL,KOHLI,SECR,Maharashtra,SEC-KOHL-KSWR,2.8,67.6,HIGH,125,0.895,2,True,34,62.1,30,22,0,0,0,0,0,rail crack indication,intermittent abnormality; rail crack indication.,4.6,False,MEDIUM,False,4.57,30,MEDIUM,False
EVT-0001789,2025-04-21,AST-003227,S&T,Axle Counter,train detection,KYJ,KAYANKULAM JN,SR,Kerala,SEC-KYJ-MVLK,2.8,79.6,CRITICAL,126,0.897,3,True,59,69.2,30,13,0,0,0,0,0,count mismatch,measurable deterioration; count mismatch.,1.8,True,MEDIUM,False,4.89,33,MEDIUM,False
EVT-0001790,2025-04-21,AST-002704,Engineering,Bridge/Culvert,structural route continuity,AMC,Amritapura,SWR,Karnataka,SEC-AMC-BTGH,6.4,57.3,MEDIUM,8,0.2316,3,True,4,27.1,90,167,77,0,0,0,0,structural crack indication,major degradation; structural crack indication.,23.1,True,HIGH,True,7.0,46,MEDIUM,True
EVT-0001791,2025-04-21,AST-001312,Engineering,Points & Crossing,route setting and derailment prevention,JSG,JHARSUGUDA JN,SER,Orissa,SEC-JSG-JSGR,8.5,81.1,CRITICAL,96,0.8158,8,True,45,73.1,14,11,0,0,0,0,0,switch rail gap,clear degradation; switch rail gap.,6.4,False,MEDIUM,False,5.72,39,MEDIUM,False
EVT-0001792,2025-04-21,AST-000688,Engineering,Level Crossing Surface,road-rail interface,BKTH,BAIKUNTH,SECR,Chhattisgarh,SEC-BKTH-TLD,6.1,67.2,HIGH,104,0.8436,2,False,76,71.2,30,18,0,1,1,1,0,road surface degradation,measurable deterioration; road surface degradation.,2.6,False,MEDIUM,False,4.28,30,MEDIUM,False
EVT-0001793,2025-04-21,AST-001038,Engineering,Rail/Track Section,direct train running safety,KPD,KATPADI JN,SR,Tamil Nadu,SEC-KPD-LTI,7.3,78.9,CRITICAL,158,0.9526,6,True,66,80.1,30,67,37,0,0,0,0,surface shelling/squat,measurable deterioration; surface shelling/squat.,11.2,False,MEDIUM,False,4.29,38,MEDIUM,False
EVT-0001794,2025-04-21,AST-002188,Engineering,Ballast/Formation Zone,track geometry and drainage,GHT,GHAGHARA GHAT,NER,Uttar Pradesh,SEC-GHT-JLD,22.0,54.6,MEDIUM,97,0.8213,2,True,18,54.8,60,6,0,0,0,0,0,poor drainage,intermittent abnormality; poor drainage.,7.7,True,MEDIUM,False,5.76,42,MEDIUM,False
EVT-0001795,2025-04-22,AST-002227,Engineering,Bridge/Culvert,structural route continuity,BTQ,Betnoti,SER,Orissa,SEC-BTQ-KCV,9.6,53.0,MEDIUM,4,0.1298,2,False,2,28.4,90,92,2,0,0,0,0,scour/erosion concern,measurable deterioration; scour/erosion concern.,3.5,True,MEDIUM,False,5.32,21,LOW,False
EVT-0001796,2025-04-22,AST-002912,S&T,Track Circuit,train detection,HOL,HOL,CR,Maharashtra,SEC-HOL-NDN,12.1,76.8,HIGH,45,0.6288,2,False,34,61.8,30,12,0,1,1,1,0,loss of shunt,major degradation; loss of shunt.,1.4,False,HIGH,True,7.53,50,HIGH,True
EVT-0001797,2025-04-22,AST-001428,Engineering,Ballast/Formation Zone,track geometry and drainage,LDP,LODIPUR BISHANPUR,NER,Uttar Pradesh,SEC-LDP-LPB,24.6,55.3,MEDIUM,102,0.8346,3,True,36,59.7,60,68,8,0,0,0,0,poor drainage,clear degradation; poor drainage.,3.5,True,MEDIUM,False,6.13,37,MEDIUM,True
EVT-0001798,2025-04-22,AST-003148,Traction,Feeder/Return Conductor,traction current path,BAD,BAAD,WCR,Uttar Pradesh,SEC-BAD-MTJ,3.5,70.9,HIGH,152,0.946,5,True,65,77.8,60,93,33,0,0,0,0,connection looseness,clear degradation; connection looseness.,4.4,True,MEDIUM,False,1.64,39,MEDIUM,False
EVT-0001799,2025-04-22,AST-003248,Engineering,Ballast/Formation Zone,track geometry and drainage,NRYP,NARAYANAPURAM,SCR,Andhra Pradesh,SEC-NRYP-SSPN,14.3,46.9,MEDIUM,29,0.5049,3,True,10,39.5,60,46,0,0,0,0,0,poor drainage,measurable deterioration; poor drainage.,12.7,False,MEDIUM,False,6.32,32,MEDIUM,False
EVT-0001800,2025-04-22,AST-001645,Engineering,Rail/Track Section,direct train running safety,PBP,PEMBARTI,SCR,Andhra Pradesh,SEC-PBP-ZN,11.5,73.7,HIGH,97,0.8213,2,True,38,59.6,30,34,4,0,0,0,0,surface shelling/squat,slight deviation observed; surface shelling/squat.,4.2,False,LOW,False,3.8,27,LOW,False
EVT-0001801,2025-04-22,AST-001860,S&T,Electronic Interlocking,route locking and conflict prevention,KSO,KHEMASULI,SER,West Bengal,SEC-KSO-KKQ,8.0,84.6,CRITICAL,66,0.721,2,False,45,68.8,30,67,37,0,0,0,0,route setting anomaly,intermittent abnormality; route setting anomaly.,4.9,True,MEDIUM,False,5.15,36,MEDIUM,False
EVT-0001802,2025-04-22,AST-002610,Traction,Traction Substation,traction power supply,AYU,ABHAYAPURI ASSAM,NFR,Assam,SEC-AYU-JPZ,9.9,60.8,HIGH,32,0.5312,3,True,10,44.4,30,24,0,0,0,0,0,DGA anomaly,clear degradation; DGA anomaly.,3.6,True,MEDIUM,False,5.29,36,MEDIUM,False
EVT-0001803,2025-04-22,AST-002808,S&T,Track Circuit,train detection,VN,VANIYAMBADI,SWR,Karnataka,SEC-VN-KDY,20.4,88.5,CRITICAL,160,0.9544,2,False,115,82.6,30,88,58,0,0,0,0,false occupancy,clear degradation; false occupancy.,1.8,False,MEDIUM,False,4.01,46,MEDIUM,True
EVT-0001804,2025-04-22,AST-002020,Traction,OHE Contact/Catenary,traction power collection,GNSYM,GNSYM,ECR,Bihar,SEC-GNSYM-VSV,6.4,59.6,MEDIUM,15,0.3474,3,True,6,34.0,30,72,42,0,2,2,0,sag/height deviation,significant defect observed; sag/height deviation.,3.4,True,HIGH,False,3.01,52,HIGH,False
EVT-0001805,2025-04-22,AST-002973,Engineering,Bridge/Culvert,structural route continuity,KYM,KADIYAN,SCR,Andhra Pradesh,SEC-KYM-RJY,5.4,74.8,HIGH,146,0.9392,3,True,78,70.4,90,252,162,0,0,0,0,structural crack indication,significant defect observed; structural crack indication.,2.8,True,HIGH,True,5.51,67,HIGH,True
EVT-0001806,2025-04-22,AST-000459,Engineering,Rail/Track Section,direct train running safety,AIP,ATTIPPATTU,SR,Tamil Nadu,SEC-AIP-NPKM,14.8,71.6,HIGH,114,0.87,3,True,53,65.8,30,78,48,0,1,1,0,weld defect,clear degradation; weld defect.,5.3,False,MEDIUM,False,4.04,45,MEDIUM,False
EVT-0001807,2025-04-22,AST-000824,S&T,Colour Light Signal,movement authority indication,BLY,BALLY,ER,West Bengal,SEC-BLY-BZL,11.4,82.3,CRITICAL,147,0.9398,3,True,68,72.3,30,18,0,0,0,0,0,LED aspect partial failure,intermittent abnormality; LED aspect partial failure.,9.4,True,MEDIUM,False,4.25,40,MEDIUM,False
EVT-0001808,2025-04-22,AST-000007,Engineering,Rail/Track Section,direct train running safety,KVN,KAVANUR,SR,Tamil Nadu,SEC-KVN-VJ,6.8,75.2,HIGH,158,0.9526,3,True,57,71.2,30,40,10,0,0,0,0,corrugation/wear,intermittent abnormality; corrugation/wear.,5.2,False,MEDIUM,False,5.13,40,MEDIUM,False
EVT-0001809,2025-04-22,AST-002783,S&T,Colour Light Signal,movement authority indication,AJH,AJHAI,NCR,Uttar Pradesh,SEC-AJH-CHJ,6.4,85.6,CRITICAL,196,0.9891,2,False,126,83.8,30,35,5,0,0,0,0,aspect colour abnormality,clear degradation; aspect colour abnormality.,5.6,True,MEDIUM,False,3.63,40,MEDIUM,False
EVT-0001810,2025-04-22,AST-001687,S&T,Colour Light Signal,movement authority indication,MRL,MAROLI,WR,Gujarat,SEC-MRL-SCH,7.6,89.0,CRITICAL,189,0.9836,2,False,118,84.3,30,45,15,0,0,0,0,LED aspect partial failure,intermittent abnormality; LED aspect partial failure.,3.1,False,MEDIUM,False,2.65,45,MEDIUM,False
EVT-0001811,2025-04-22,AST-003321,Engineering,Bridge/Culvert,structural route continuity,SKDM,SIKRODA MINA,WCR,Rajasthan,SEC-SKDM-SMDC,9.4,60.8,HIGH,19,0.3968,3,True,6,37.0,90,54,0,0,0,0,0,drainage blockage,measurable deterioration; drainage blockage.,1.3,False,MEDIUM,False,7.18,29,LOW,True
EVT-0001812,2025-04-23,AST-001623,S&T,Point Machine,route setting,NMF,NIMO,ER,West Bengal,SEC-NMF-MYM,20.6,85.9,CRITICAL,78,0.763,2,False,60,71.4,14,32,18,0,0,0,0,detection failure,significant defect observed; detection failure.,4.7,True,HIGH,True,4.79,46,MEDIUM,False
EVT-0001813,2025-04-23,AST-002134,Engineering,Points & Crossing,route setting and derailment prevention,SRPJ,SWARUPGANJ,NWR,Rajasthan,SEC-SRPJ-BMN,5.1,81.6,CRITICAL,60,0.7026,2,False,39,67.0,14,33,19,0,0,0,0,switch rail gap,intermittent abnormality; switch rail gap.,3.3,True,MEDIUM,True,6.23,38,MEDIUM,False
EVT-0001814,2025-04-23,AST-000178,Engineering,Level Crossing Surface,road-rail interface,LGT,LANGTING,NFR,Assam,SEC-LGT-DJB,2.4,42.6,MEDIUM,9,0.241,3,True,2,23.9,30,22,0,0,0,0,0,road surface degradation,slight deviation observed; road surface degradation.,1.7,False,LOW,False,2.65,7,LOW,False
EVT-0001815,2025-04-23,AST-000483,Engineering,Points & Crossing,route setting and derailment prevention,CHRA,CHHARRA,SER,West Bengal,SEC-CHRA-KSU,7.2,78.0,CRITICAL,46,0.634,2,False,25,62.4,14,77,63,0,0,0,0,switch rail gap,slight deviation observed; switch rail gap.,0.6,True,LOW,True,3.35,28,LOW,False
EVT-0001816,2025-04-23,AST-000522,Engineering,Level Crossing Surface,road-rail interface,BJI,BIJAULI,NCR,Uttar Pradesh,SEC-BJI-KHJ,9.4,71.3,HIGH,190,0.9882,2,False,97,80.2,30,15,0,0,0,0,0,approach settlement,early wear indication; approach settlement.,2.2,False,LOW,False,4.63,32,MEDIUM,False
EVT-0001817,2025-04-23,AST-001165,S&T,Electronic Interlocking,route locking and conflict prevention,KSW,KHERI SALWA,NWR,Rajasthan,SEC-KSW-PPR,7.2,84.7,CRITICAL,51,0.66,2,False,30,65.5,30,29,0,0,0,0,0,communication redundancy loss,early wear indication; communication redundancy loss.,1.5,False,LOW,False,3.13,38,MEDIUM,False
EVT-0001818,2025-04-23,AST-001767,S&T,Point Machine,route setting,SFK,SIKIR,ECoR,Orissa,SEC-SFK-TIG,3.4,75.3,HIGH,31,0.5219,2,False,17,55.5,14,29,15,0,0,0,0,locking obstruction,significant defect observed; locking obstruction.,6.5,False,HIGH,False,4.39,53,HIGH,True
EVT-0001819,2025-04-23,AST-000607,Engineering,Sleeper/Fastening Zone,track gauge and stability,GR,GULBARGA,SCR,Karnataka,SEC-GR-HQR,6.2,57.5,MEDIUM,64,0.7181,2,True,27,49.9,30,8,0,1,1,1,1,missing/loose fastening,measurable deterioration; missing/loose fastening.,1.1,True,MEDIUM,True,5.87,44,MEDIUM,True
EVT-0001820,2025-04-23,AST-001504,Traction,OHE Contact/Catenary,traction power collection,VLCA,VELLALCHERUVU H,SCR,Andhra Pradesh,SEC-VLCA-VMLD,4.9,43.4,MEDIUM,2,0.0714,2,True,1,10.8,30,55,25,0,0,0,0,hot spot indication,significant defect observed; hot spot indication.,6.2,True,HIGH,False,7.11,45,MEDIUM,False
EVT-0001821,2025-04-23,AST-002725,S&T,Colour Light Signal,movement authority indication,SUM,SUMMIT,SCR,Maharashtra,SEC-SUM-AAK,26.5,88.2,CRITICAL,143,0.9363,2,False,109,81.5,30,22,0,0,0,0,0,incorrect aspect indication,significant defect observed; incorrect aspect indication.,6.3,True,HIGH,False,4.88,59,HIGH,True
EVT-0001822,2025-04-23,AST-002891,S&T,Axle Counter,train detection,RKI,RAMKANALI JN,SER,West Bengal,SEC-RKI-BERO,6.1,73.9,HIGH,43,0.6096,2,False,33,60.0,30,32,2,1,1,1,0,evaluator communication fault,repeated functional abnormality; evaluator communication fault.,7.1,True,HIGH,False,7.9,46,MEDIUM,False
