task_id,asset_id,department,asset_type,asset_age_years,asset_criticality,defect_type,defect_severity,num_open_defects,days_since_defect,days_overdue,maintenance_frequency,days_since_last_maintenance,previous_failures,failures_last_12_months,trains_per_day,goods_trains_per_day,operational_impact,maintenance_duration_hours,urgent
TSK-IR-015344,AST-SNT-01546,S&T,Electronic Interlocking (EI Rack),4.1,CRITICAL,Standby CPU Card Health Mismatch,HIGH,3,20,4,Quarterly,106,4,1,132,60,HIGH,3.12,0
TSK-IR-015345,AST-TRD-01683,Traction,Catenary Wire (65/125 sq mm),9.7,HIGH,Bridle Wire Tension Discrepancy,MEDIUM,1,25,4,Annual,365,3,1,21,3,HIGH,3.32,0
TSK-IR-015346,AST-ENG-03047,Engineering,Rails (60kg/52kg),11.9,HIGH,Shelling & Spalling,HIGH,1,19,2,Quarterly,103,4,2,69,31,MEDIUM,3.64,0
TSK-IR-015347,AST-TRD-02331,Traction,Traction Power Transformer (25kV/21.6MVA),18.9,HIGH,Silica Gel Breather Saturated & Moisture Ingress,LOW,1,32,28,Quarterly,125,4,3,140,57,HIGH,4.52,0
TSK-IR-015348,AST-TRD-02612,Traction,Cantilever Assembly & Regulating Bracket,20.5,MEDIUM,Stay Arm / Bracket Tube Corrosion,MEDIUM,1,24,6,Quarterly,103,9,3,90,48,LOW,2.17,0
TSK-IR-015349,AST-SNT-02474,S&T,Electronic Interlocking (EI Rack),9.3,CRITICAL,Optical Fiber Communication Loss,HIGH,5,19,7,Monthly,38,10,3,44,9,HIGH,4.7,1
TSK-IR-015350,AST-ENG-03617,Engineering,Switch Expansion Joint (SEJ),1.1,CRITICAL,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,3,4,0,Monthly,41,5,0,31,10,MEDIUM,3.99,1
TSK-IR-015351,AST-SNT-02684,S&T,Interlocked Level Crossing (LC Gate),15.4,HIGH,Warning Hooter & Flashers Disconnected,CRITICAL,5,4,5,Fortnightly,20,5,2,150,64,CRITICAL,3.52,1
TSK-IR-015352,AST-SNT-01258,S&T,Digital Axle Counter (MSDAC/SSDAC),6.4,HIGH,Wheel Sensor Detection Coil Misalignment,HIGH,1,17,6,Quarterly,93,2,1,120,68,HIGH,1.99,1
TSK-IR-015353,AST-SNT-01069,S&T,Electronic Interlocking (EI Rack),2.2,CRITICAL,Cabinet Overheating & Fan Filter Choke,LOW,1,46,8,Quarterly,98,2,1,143,73,HIGH,2.43,0
TSK-IR-015354,AST-SNT-03358,S&T,Color Light Signal (LED Unit),2.8,MEDIUM,Current Sensor Threshold Mismatch / Blank Signal,HIGH,2,28,8,Monthly,42,1,0,122,43,MEDIUM,1.48,0
TSK-IR-015355,AST-TRD-01076,Traction,Section Insulator Assembly,7.1,CRITICAL,Section Insulator Sag / Level Defect,HIGH,1,22,21,Monthly,50,5,3,149,54,HIGH,3.84,1
TSK-IR-015356,AST-ENG-01420,Engineering,Rails (60kg/52kg),9.5,HIGH,Shelling & Spalling,CRITICAL,1,9,4,Quarterly,101,0,0,16,4,MEDIUM,4.3,1
TSK-IR-015357,AST-ENG-04065,Engineering,Ballast Cushion & Formation,9.4,HIGH,Mud Pumping & Foul Ballast in Monsoon,MEDIUM,1,62,13,Annual,382,4,1,34,11,MEDIUM,5.63,0
TSK-IR-015358,AST-SNT-03356,S&T,Electronic Interlocking (EI Rack),7.9,CRITICAL,Standby CPU Card Health Mismatch,CRITICAL,3,7,1,Quarterly,97,2,1,193,73,CRITICAL,3.87,1
TSK-IR-015359,AST-TRD-00483,Traction,Contact Wire (107/150 sq mm Cu),15.7,HIGH,Dropper Clip Loose / Damaged,LOW,1,62,31,Half-Yearly,223,9,3,141,79,CRITICAL,3.17,0
TSK-IR-015360,AST-TRD-00890,Traction,Auto Tensioning Device (ATD 3:1 Pulley),10.3,HIGH,Pulley Bearing Seizure / Stiff Movement,MEDIUM,1,59,21,Monthly,59,4,2,174,92,CRITICAL,2.01,0
TSK-IR-015361,AST-ENG-03232,Engineering,Switch Expansion Joint (SEJ),10.5,MEDIUM,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,3,2,9,Monthly,38,7,3,107,41,HIGH,4.29,1
TSK-IR-015362,AST-SNT-01836,S&T,Electric Point Machine (IRS/Siemens),5.0,HIGH,Lock Bar & Split Pin Obstruction,HIGH,1,44,0,Monthly,26,2,1,129,57,HIGH,2.12,1
TSK-IR-015363,AST-SNT-02464,S&T,Electric Point Machine (IRS/Siemens),8.7,MEDIUM,Drive Motor High Current Draw / Stall,HIGH,5,20,31,Weekly,41,4,1,207,82,HIGH,3.1,0
TSK-IR-015364,AST-ENG-03342,Engineering,Switch Expansion Joint (SEJ),6.7,CRITICAL,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,4,7,0,Monthly,26,1,1,149,82,CRITICAL,3.14,1
TSK-IR-015365,AST-SNT-01511,S&T,Digital Axle Counter (MSDAC/SSDAC),8.0,CRITICAL,Telegram Transmission Bit Error / Reset Trip,HIGH,3,36,11,Fortnightly,22,4,0,42,11,HIGH,3.94,1
TSK-IR-015366,AST-TRD-01362,Traction,Cantilever Assembly & Regulating Bracket,9.5,HIGH,Porcelain / Composite Insulator Flashover Tracking,CRITICAL,2,7,11,Half-Yearly,197,3,2,158,65,CRITICAL,2.38,1
TSK-IR-015367,AST-TRD-01188,Traction,Cantilever Assembly & Regulating Bracket,18.6,MEDIUM,Swivelling Clip Stiff / Jammed,HIGH,2,15,35,Annual,410,4,4,169,80,HIGH,3.21,1
TSK-IR-015368,AST-SNT-03440,S&T,Electronic Interlocking (EI Rack),8.0,HIGH,Vital Input/Output Card Communication Error,CRITICAL,1,3,0,Monthly,40,1,0,155,64,CRITICAL,2.44,1
TSK-IR-015369,AST-ENG-04062,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),9.5,HIGH,Stock Rail Gauge Corner Cut,LOW,1,63,1,Fortnightly,13,3,0,130,70,CRITICAL,3.5,0
TSK-IR-015370,AST-TRD-02915,Traction,Traction Power Transformer (25kV/21.6MVA),8.6,CRITICAL,Bushing Oil Leakage & Thermal Hotspot,HIGH,1,10,1,Quarterly,95,6,4,10,2,MEDIUM,4.56,0
TSK-IR-015371,AST-TRD-00680,Traction,Catenary Wire (65/125 sq mm),21.7,HIGH,Bridle Wire Tension Discrepancy,HIGH,6,12,0,Quarterly,100,4,2,111,62,HIGH,5.09,1
TSK-IR-015372,AST-SNT-02415,S&T,Electric Point Machine (IRS/Siemens),6.5,HIGH,Friction Clutch Slippage / Over-Torque,HIGH,1,17,10,Weekly,18,2,0,128,51,HIGH,2.64,0
TSK-IR-015373,AST-TRD-00955,Traction,Traction Power Transformer (25kV/21.6MVA),11.7,CRITICAL,Dissolved Gas Analysis (DGA) Acetylene Surge,HIGH,2,22,16,Annual,377,10,3,167,59,CRITICAL,4.81,1
TSK-IR-015374,AST-ENG-03922,Engineering,Rails (60kg/52kg),15.9,HIGH,Gauge Corner Cracking (GCC),MEDIUM,4,22,0,Quarterly,90,4,2,47,11,MEDIUM,4.57,0
TSK-IR-015375,AST-SNT-00984,S&T,Color Light Signal (LED Unit),7.8,MEDIUM,Signal Post Alignment Deviation,MEDIUM,1,20,1,Quarterly,90,5,5,157,55,HIGH,1.21,1
TSK-IR-015376,AST-ENG-02823,Engineering,Elastic Rail Clip & Fastenings,5.4,MEDIUM,Rubber Pad Perished / Displaced,LOW,1,51,0,Fortnightly,18,1,1,53,17,LOW,1.05,0
TSK-IR-015377,AST-ENG-01894,Engineering,Prestressed Concrete Sleepers (PSC),19.5,MEDIUM,Rail Seat Abrasion & Deterioration,HIGH,5,7,0,Half-Yearly,184,6,5,159,73,MEDIUM,4.11,0
TSK-IR-015378,AST-ENG-02638,Engineering,Girder Bridge / Culvert Bearing,22.2,MEDIUM,Rocker / Roller Bearing Seizure,CRITICAL,1,5,1,Annual,371,4,2,183,94,HIGH,4.56,0
TSK-IR-015379,AST-SNT-01090,S&T,Electronic Interlocking (EI Rack),6.6,CRITICAL,Vital Input/Output Card Communication Error,CRITICAL,4,13,0,Quarterly,99,8,2,87,46,HIGH,3.17,1
TSK-IR-015380,AST-ENG-04106,Engineering,Switch Expansion Joint (SEJ),6.0,HIGH,Central Sleeper Spacing Fault,LOW,2,7,8,Fortnightly,19,1,0,26,7,MEDIUM,2.03,0
TSK-IR-015381,AST-ENG-02041,Engineering,Switch Expansion Joint (SEJ),6.5,LOW,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,3,5,3,Fortnightly,19,4,2,139,63,HIGH,2.54,0
TSK-IR-015382,AST-SNT-02843,S&T,Electric Point Machine (IRS/Siemens),10.3,HIGH,Friction Clutch Slippage / Over-Torque,HIGH,4,12,3,Weekly,19,3,1,149,53,HIGH,2.44,0
TSK-IR-015383,AST-SNT-02867,S&T,Signalling Power Supply / IPS,3.0,HIGH,Inverter Module Fault / Load Transfer,HIGH,4,16,6,Quarterly,107,1,0,59,19,HIGH,4.2,1
TSK-IR-015384,AST-TRD-02195,Traction,Traction Power Transformer (25kV/21.6MVA),18.2,CRITICAL,Bushing Oil Leakage & Thermal Hotspot,CRITICAL,1,9,4,Half-Yearly,194,4,0,47,9,MEDIUM,5.35,1
TSK-IR-015385,AST-ENG-04094,Engineering,Ballast Cushion & Formation,7.3,HIGH,Ballast Deficiency & Caking,HIGH,5,11,29,Annual,398,3,0,101,52,HIGH,4.3,0
TSK-IR-015386,AST-ENG-00753,Engineering,Elastic Rail Clip & Fastenings,3.5,CRITICAL,Rubber Pad Perished / Displaced,LOW,1,46,25,Fortnightly,51,2,0,121,66,HIGH,1.84,0
TSK-IR-015387,AST-ENG-04264,Engineering,Elastic Rail Clip & Fastenings,7.2,LOW,Missing / Broken Elastic Rail Clips (ERC),CRITICAL,1,10,0,Quarterly,102,1,1,164,93,HIGH,2.89,0
TSK-IR-015388,AST-SNT-02971,S&T,Interlocked Level Crossing (LC Gate),11.5,HIGH,Circuit Closer Contact Chattering,HIGH,2,20,0,Fortnightly,19,2,1,132,70,HIGH,2.24,1
TSK-IR-015389,AST-TRD-01694,Traction,Cantilever Assembly & Regulating Bracket,15.5,MEDIUM,Stay Arm / Bracket Tube Corrosion,LOW,3,52,20,Half-Yearly,201,2,1,39,13,LOW,1.66,0
TSK-IR-015390,AST-TRD-01573,Traction,Contact Wire (107/150 sq mm Cu),11.8,HIGH,Dropper Clip Loose / Damaged,LOW,4,24,1,Half-Yearly,181,6,1,173,78,CRITICAL,3.59,0
TSK-IR-015391,AST-TRD-00693,Traction,Section Insulator Assembly,3.2,LOW,Section Insulator Sag / Level Defect,MEDIUM,1,25,16,Monthly,48,2,0,129,66,HIGH,1.77,0
TSK-IR-015392,AST-SNT-03377,S&T,Digital Axle Counter (MSDAC/SSDAC),4.9,MEDIUM,Wheel Sensor Detection Coil Misalignment,CRITICAL,2,6,9,Quarterly,109,4,1,95,44,LOW,3.49,0
TSK-IR-015393,AST-ENG-01499,Engineering,Prestressed Concrete Sleepers (PSC),19.5,HIGH,Insert Loose / Corroded,MEDIUM,3,40,0,Half-Yearly,188,4,3,148,81,CRITICAL,2.92,0
TSK-IR-015394,AST-SNT-00687,S&T,Signalling Power Supply / IPS,3.1,MEDIUM,Surge Protection Device (SPD) Blown,HIGH,1,7,42,Monthly,70,1,0,100,37,MEDIUM,2.81,0
TSK-IR-015395,AST-SNT-01430,S&T,Digital Axle Counter (MSDAC/SSDAC),1.8,CRITICAL,Telegram Transmission Bit Error / Reset Trip,MEDIUM,1,19,12,Fortnightly,37,3,0,134,67,HIGH,2.9,0
TSK-IR-015396,AST-TRD-02294,Traction,Auto Tensioning Device (ATD 3:1 Pulley),5.3,MEDIUM,Stainless Steel Wire Rope Strands Snapped,CRITICAL,2,7,4,Half-Yearly,185,3,2,196,99,HIGH,2.65,0
TSK-IR-015397,AST-SNT-01882,S&T,Digital Axle Counter (MSDAC/SSDAC),7.5,HIGH,Wheel Sensor Detection Coil Misalignment,HIGH,2,9,0,Quarterly,99,3,3,59,16,MEDIUM,1.74,0
TSK-IR-015398,AST-TRD-00887,Traction,25kV Vacuum Circuit Breaker (VCB),10.9,HIGH,Trip Coil Timing Exceeds Tolerance,CRITICAL,4,9,1,Annual,374,0,0,23,4,MEDIUM,4.31,0
TSK-IR-015399,AST-SNT-02242,S&T,Digital Axle Counter (MSDAC/SSDAC),2.0,CRITICAL,Wheel Sensor Detection Coil Misalignment,HIGH,1,13,4,Fortnightly,19,3,1,118,65,CRITICAL,1.65,1
TSK-IR-015400,AST-SNT-03320,S&T,Electronic Interlocking (EI Rack),6.1,HIGH,Optical Fiber Communication Loss,CRITICAL,3,3,0,Quarterly,100,2,1,28,8,MEDIUM,2.6,0
TSK-IR-015401,AST-SNT-02860,S&T,Electric Point Machine (IRS/Siemens),10.2,HIGH,Drive Motor High Current Draw / Stall,CRITICAL,1,4,0,Fortnightly,17,3,0,132,64,CRITICAL,1.66,1
TSK-IR-015402,AST-ENG-01602,Engineering,Elastic Rail Clip & Fastenings,8.5,MEDIUM,Rubber Pad Perished / Displaced,MEDIUM,3,43,26,Quarterly,118,2,1,98,34,HIGH,1.56,0
TSK-IR-015403,AST-SNT-00370,S&T,Digital Axle Counter (MSDAC/SSDAC),2.8,HIGH,Wheel Sensor Detection Coil Misalignment,CRITICAL,1,3,1,Quarterly,94,0,0,255,120,CRITICAL,2.01,1
TSK-IR-015404,AST-ENG-00235,Engineering,Rails (60kg/52kg),6.7,MEDIUM,Shelling & Spalling,MEDIUM,1,41,7,Quarterly,99,2,1,38,6,LOW,2.97,0
TSK-IR-015405,AST-ENG-02223,Engineering,Switch Expansion Joint (SEJ),10.7,MEDIUM,SEJ Gap Beyond Permissible Thermal Limit,HIGH,2,14,10,Monthly,38,1,1,25,6,LOW,3.58,0
TSK-IR-015406,AST-ENG-04259,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),2.3,CRITICAL,Nose of Crossing Severe Wear,HIGH,6,2,3,Monthly,29,3,1,165,66,CRITICAL,4.74,1
TSK-IR-015407,AST-TRD-00714,Traction,Section Insulator Assembly,4.3,HIGH,Runner Strip Erosion & Arcing Grooves,HIGH,2,14,0,Monthly,33,2,0,139,61,HIGH,2.3,0
TSK-IR-015408,AST-TRD-02867,Traction,Contact Wire (107/150 sq mm Cu),13.7,HIGH,Local Kink / Arc Blemish,MEDIUM,2,24,0,Monthly,42,4,2,143,67,CRITICAL,3.59,0
TSK-IR-015409,AST-ENG-03118,Engineering,Switch Expansion Joint (SEJ),2.1,HIGH,SEJ Gap Beyond Permissible Thermal Limit,HIGH,1,7,1,Fortnightly,17,2,1,86,32,MEDIUM,2.71,0
TSK-IR-015410,AST-TRD-01612,Traction,25kV Vacuum Circuit Breaker (VCB),10.1,HIGH,Vacuum Bottle Contact Resistance High,HIGH,4,14,0,Half-Yearly,178,3,1,147,70,HIGH,3.64,1
TSK-IR-015411,AST-SNT-02149,S&T,DC Track Circuit (TC),6.6,HIGH,Ballast Resistance Low in Rain,HIGH,1,19,27,Monthly,56,3,1,159,55,CRITICAL,2.04,1
TSK-IR-015412,AST-ENG-01563,Engineering,Glued Insulated Rail Joint (GJ),4.2,CRITICAL,Fishplate Bolt Loose / Sheared,CRITICAL,4,4,3,Fortnightly,29,2,2,44,10,MEDIUM,2.81,1
TSK-IR-015413,AST-ENG-04051,Engineering,Switch Expansion Joint (SEJ),1.7,MEDIUM,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,2,4,5,Monthly,38,2,1,26,4,LOW,3.31,0
TSK-IR-015414,AST-TRD-01730,Traction,Catenary Wire (65/125 sq mm),11.4,HIGH,Corrosive Pitting Near Industrial Area,LOW,2,28,3,Annual,379,5,4,114,47,HIGH,2.96,0
TSK-IR-015415,AST-ENG-00205,Engineering,Prestressed Concrete Sleepers (PSC),20.5,MEDIUM,Longitudinal Sleeper Cracking,HIGH,1,18,3,Monthly,34,4,1,69,36,LOW,2.51,0
TSK-IR-015416,AST-ENG-04361,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),4.8,HIGH,Nose of Crossing Severe Wear,MEDIUM,1,28,0,Monthly,40,1,1,10,2,MEDIUM,2.27,0
TSK-IR-015417,AST-TRD-00190,Traction,Section Insulator Assembly,3.1,HIGH,Section Insulator Sag / Level Defect,MEDIUM,2,10,5,Quarterly,99,2,2,65,26,HIGH,1.71,0
TSK-IR-015418,AST-ENG-00793,Engineering,Elastic Rail Clip & Fastenings,5.9,HIGH,Missing / Broken Elastic Rail Clips (ERC),MEDIUM,3,38,0,Monthly,35,1,0,176,94,CRITICAL,1.53,0
TSK-IR-015419,AST-SNT-02817,S&T,Electric Point Machine (IRS/Siemens),9.3,HIGH,Lock Bar & Split Pin Obstruction,CRITICAL,1,9,0,Monthly,32,3,1,56,9,MEDIUM,2.11,0
TSK-IR-015420,AST-TRD-02452,Traction,Auto Tensioning Device (ATD 3:1 Pulley),1.3,HIGH,X-Y Dimension Out of Temperature Chart Limit,CRITICAL,1,19,4,Quarterly,98,2,0,11,2,LOW,1.85,0
TSK-IR-015421,AST-TRD-00040,Traction,Traction Power Transformer (25kV/21.6MVA),27.8,CRITICAL,Dissolved Gas Analysis (DGA) Acetylene Surge,HIGH,5,18,12,Annual,388,10,6,51,18,MEDIUM,5.47,1
TSK-IR-015422,AST-SNT-00907,S&T,Digital Axle Counter (MSDAC/SSDAC),7.0,MEDIUM,Telegram Transmission Bit Error / Reset Trip,CRITICAL,2,2,9,Quarterly,103,0,0,101,44,LOW,2.08,0
TSK-IR-015423,AST-TRD-01362,Traction,Cantilever Assembly & Regulating Bracket,9.5,CRITICAL,Porcelain / Composite Insulator Flashover Tracking,CRITICAL,1,6,0,Annual,377,4,0,125,63,HIGH,3.01,1
TSK-IR-015424,AST-ENG-03489,Engineering,Switch Expansion Joint (SEJ),9.9,MEDIUM,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,4,6,11,Fortnightly,26,9,1,55,15,LOW,3.4,0
TSK-IR-015425,AST-ENG-01957,Engineering,Ballast Cushion & Formation,18.2,HIGH,Ballast Deficiency & Caking,LOW,4,40,8,Half-Yearly,191,6,1,31,8,MEDIUM,3.89,0
TSK-IR-015426,AST-SNT-00925,S&T,Color Light Signal (LED Unit),3.5,MEDIUM,Transformer ECR Current Drop,HIGH,2,16,13,Monthly,55,3,1,16,3,LOW,1.95,0
TSK-IR-015427,AST-TRD-00423,Traction,Neutral Section (PTFE type),6.6,HIGH,PTFE Insulating Rod Tracking & Surface Arcing,CRITICAL,2,7,12,Monthly,53,3,1,143,61,CRITICAL,4.77,1
TSK-IR-015428,AST-SNT-01542,S&T,Signalling Power Supply / IPS,4.8,MEDIUM,Battery Bank Individual Cell Voltage Low,HIGH,1,17,0,Half-Yearly,188,1,0,156,65,HIGH,4.37,0
TSK-IR-015429,AST-SNT-01200,S&T,Signalling Power Supply / IPS,4.5,HIGH,Battery Bank Individual Cell Voltage Low,MEDIUM,1,28,1,Monthly,28,1,0,174,84,CRITICAL,2.9,0
TSK-IR-015430,AST-SNT-00391,S&T,Digital Axle Counter (MSDAC/SSDAC),4.8,CRITICAL,Wheel Sensor Detection Coil Misalignment,HIGH,6,11,18,Quarterly,109,6,2,150,80,CRITICAL,4.02,1
TSK-IR-015431,AST-SNT-02077,S&T,Digital Axle Counter (MSDAC/SSDAC),5.2,CRITICAL,Telegram Transmission Bit Error / Reset Trip,MEDIUM,2,42,0,Monthly,36,5,2,41,12,MEDIUM,2.97,0
TSK-IR-015432,AST-SNT-02525,S&T,Interlocked Level Crossing (LC Gate),3.8,HIGH,Boom Locking Plunger Misaligned,HIGH,1,24,0,Fortnightly,21,4,0,32,12,MEDIUM,1.57,1
TSK-IR-015433,AST-ENG-02320,Engineering,Prestressed Concrete Sleepers (PSC),15.7,LOW,Insert Loose / Corroded,HIGH,3,5,18,Quarterly,109,7,2,37,9,LOW,3.29,0
TSK-IR-015434,AST-TRD-00820,Traction,Section Insulator Assembly,5.3,CRITICAL,Runner Strip Erosion & Arcing Grooves,HIGH,4,5,0,Monthly,42,3,1,172,65,CRITICAL,3.69,1
TSK-IR-015435,AST-ENG-03221,Engineering,Rails (60kg/52kg),1.3,MEDIUM,Rail Corrugation & Wear,HIGH,2,9,12,Quarterly,111,0,0,43,15,LOW,3.12,0
TSK-IR-015436,AST-TRD-00658,Traction,25kV Vacuum Circuit Breaker (VCB),7.5,HIGH,Auxiliary Switch Chatter / Oxidation,MEDIUM,3,31,0,Half-Yearly,178,6,0,111,44,MEDIUM,2.83,0
TSK-IR-015437,AST-TRD-01838,Traction,Auto Tensioning Device (ATD 3:1 Pulley),0.7,CRITICAL,Pulley Bearing Seizure / Stiff Movement,HIGH,1,24,6,Half-Yearly,184,2,1,39,8,HIGH,1.93,1
TSK-IR-015438,AST-ENG-03205,Engineering,Ballast Cushion & Formation,4.6,MEDIUM,Ballast Deficiency & Caking,MEDIUM,1,39,6,Annual,375,0,0,29,6,LOW,2.73,0
TSK-IR-015439,AST-ENG-01157,Engineering,Prestressed Concrete Sleepers (PSC),22.9,HIGH,Rail Seat Abrasion & Deterioration,MEDIUM,2,20,3,Half-Yearly,190,5,3,112,43,HIGH,2.64,0
TSK-IR-015440,AST-SNT-02573,S&T,Signalling Power Supply / IPS,5.1,HIGH,Inverter Module Fault / Load Transfer,CRITICAL,4,7,3,Half-Yearly,189,0,0,139,78,CRITICAL,2.39,1
TSK-IR-015441,AST-TRD-02516,Traction,Neutral Section (PTFE type),2.8,CRITICAL,PTFE Insulating Rod Tracking & Surface Arcing,CRITICAL,2,6,8,Monthly,47,4,3,45,10,MEDIUM,3.86,1
TSK-IR-015442,AST-ENG-00415,Engineering,Prestressed Concrete Sleepers (PSC),14.5,MEDIUM,Insert Loose / Corroded,HIGH,1,28,2,Monthly,44,4,0,35,11,LOW,3.62,0
TSK-IR-015443,AST-ENG-02490,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),11.0,HIGH,Nose of Crossing Severe Wear,CRITICAL,4,6,0,Weekly,19,7,2,50,10,HIGH,6.07,1
TSK-IR-015444,AST-TRD-02612,Traction,Cantilever Assembly & Regulating Bracket,20.5,HIGH,Swivelling Clip Stiff / Jammed,MEDIUM,1,34,14,Annual,384,10,4,64,19,HIGH,2.05,0
TSK-IR-015445,AST-ENG-02021,Engineering,Glued Insulated Rail Joint (GJ),2.1,MEDIUM,Electrical Insulation Resistance Drop,CRITICAL,3,6,0,Monthly,41,1,0,46,9,LOW,3.61,0
TSK-IR-015446,AST-ENG-02293,Engineering,Girder Bridge / Culvert Bearing,10.8,CRITICAL,Bed Block Structural Crack,HIGH,4,14,3,Annual,369,4,2,46,7,MEDIUM,6.1,0
TSK-IR-015447,AST-ENG-01169,Engineering,Glued Insulated Rail Joint (GJ),3.7,HIGH,Insulating End Post Crushed,CRITICAL,1,2,6,Fortnightly,21,2,0,77,33,HIGH,3.27,1
TSK-IR-015448,AST-ENG-00810,Engineering,Switch Expansion Joint (SEJ),4.0,HIGH,SEJ Gap Beyond Permissible Thermal Limit,HIGH,1,29,7,Fortnightly,32,0,0,54,20,MEDIUM,3.19,1
TSK-IR-015449,AST-ENG-01222,Engineering,Ballast Cushion & Formation,12.0,MEDIUM,Formation Subsidence / Settlement,HIGH,4,7,0,Monthly,42,5,2,145,78,MEDIUM,4.7,0
TSK-IR-015450,AST-SNT-00250,S&T,Electronic Interlocking (EI Rack),4.8,HIGH,Vital Input/Output Card Communication Error,HIGH,4,17,2,Monthly,28,2,1,40,12,MEDIUM,4.78,1
TSK-IR-015451,AST-TRD-02892,Traction,Catenary Wire (65/125 sq mm),10.0,HIGH,Strand Severed / Loose Outer Strand,HIGH,2,11,8,Half-Yearly,187,4,3,109,47,HIGH,3.73,0
TSK-IR-015452,AST-TRD-02085,Traction,25kV Vacuum Circuit Breaker (VCB),10.6,CRITICAL,Trip Coil Timing Exceeds Tolerance,HIGH,1,21,9,Annual,382,2,1,158,81,CRITICAL,2.92,1
TSK-IR-015453,AST-TRD-02456,Traction,Cantilever Assembly & Regulating Bracket,21.3,MEDIUM,Porcelain / Composite Insulator Flashover Tracking,CRITICAL,3,8,1,Quarterly,89,8,2,74,36,LOW,3.11,1
TSK-IR-015454,AST-SNT-01221,S&T,Interlocked Level Crossing (LC Gate),8.8,HIGH,Winch Wire Rope Frayed,MEDIUM,1,32,14,Monthly,53,6,2,141,68,CRITICAL,1.02,0
TSK-IR-015455,AST-ENG-01957,Engineering,Ballast Cushion & Formation,18.2,MEDIUM,Mud Pumping & Foul Ballast in Monsoon,CRITICAL,1,6,5,Annual,381,5,2,20,5,LOW,5.08,0
TSK-IR-015456,AST-SNT-01768,S&T,Electronic Interlocking (EI Rack),7.7,CRITICAL,Cabinet Overheating & Fan Filter Choke,HIGH,1,14,12,Monthly,49,6,2,91,48,HIGH,2.91,0
TSK-IR-015457,AST-SNT-02065,S&T,Electronic Interlocking (EI Rack),8.1,HIGH,Vital Input/Output Card Communication Error,HIGH,4,8,17,Monthly,48,2,1,139,56,CRITICAL,3.55,1
TSK-IR-015458,AST-SNT-02116,S&T,Signalling Power Supply / IPS,7.9,CRITICAL,Inverter Module Fault / Load Transfer,CRITICAL,2,4,0,Half-Yearly,189,4,2,116,58,HIGH,3.81,1
TSK-IR-015459,AST-SNT-00863,S&T,Signalling Power Supply / IPS,4.3,HIGH,Surge Protection Device (SPD) Blown,CRITICAL,1,12,5,Monthly,41,1,1,28,9,MEDIUM,3.76,0
TSK-IR-015460,AST-SNT-02436,S&T,DC Track Circuit (TC),13.1,CRITICAL,Ballast Resistance Low in Rain,HIGH,1,20,6,Fortnightly,28,3,0,48,16,HIGH,1.84,0
TSK-IR-015461,AST-SNT-01623,S&T,Interlocked Level Crossing (LC Gate),12.0,HIGH,Winch Wire Rope Frayed,MEDIUM,3,32,5,Weekly,17,3,1,34,13,HIGH,2.51,0
TSK-IR-015462,AST-TRD-02664,Traction,Auto Tensioning Device (ATD 3:1 Pulley),9.2,CRITICAL,X-Y Dimension Out of Temperature Chart Limit,CRITICAL,1,4,0,Monthly,32,3,1,165,66,HIGH,2.85,0
TSK-IR-015463,AST-TRD-00305,Traction,Section Insulator Assembly,6.9,HIGH,Insulator Glaze Puncture / Flashover Mark,CRITICAL,1,10,9,Monthly,41,1,1,142,54,CRITICAL,2.45,1
TSK-IR-015464,AST-SNT-00105,S&T,DC Track Circuit (TC),13.1,HIGH,Track Relay Drop / False Occupancy,MEDIUM,1,26,1,Fortnightly,21,5,1,19,3,MEDIUM,1.64,0
TSK-IR-015465,AST-ENG-03362,Engineering,Rails (60kg/52kg),5.7,HIGH,Shelling & Spalling,CRITICAL,2,6,0,Monthly,38,1,1,65,29,HIGH,2.96,1
TSK-IR-015466,AST-TRD-01873,Traction,Cantilever Assembly & Regulating Bracket,7.4,MEDIUM,Stay Arm / Bracket Tube Corrosion,MEDIUM,1,52,1,Annual,375,1,1,51,10,LOW,2.81,0
TSK-IR-015467,AST-ENG-02641,Engineering,Rails (60kg/52kg),9.2,MEDIUM,Rail Corrugation & Wear,MEDIUM,3,43,0,Fortnightly,16,3,0,116,50,MEDIUM,4.38,0
TSK-IR-015468,AST-ENG-04102,Engineering,Switch Expansion Joint (SEJ),11.9,MEDIUM,Roller Plate Seized / Jammed,MEDIUM,1,23,0,Fortnightly,12,2,1,14,4,LOW,1.93,0
TSK-IR-015469,AST-ENG-00537,Engineering,Glued Insulated Rail Joint (GJ),2.9,HIGH,Insulating End Post Crushed,MEDIUM,1,28,4,Quarterly,103,2,0,31,10,MEDIUM,2.21,0
TSK-IR-015470,AST-SNT-02542,S&T,DC Track Circuit (TC),15.2,HIGH,Track Relay Drop / False Occupancy,MEDIUM,4,18,65,Monthly,94,8,4,167,59,CRITICAL,1.79,0
