event_id,task_id,event_date,asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality_score,asset_criticality,scheduled_services_count_proxy,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_30d,failures_last_90d,failures_last_365d,same_defect_recurrences_365d,defect_type,officer_observation,defect_duration_days,inspection_image_available,defect_severity_label,real_section_code,real_daily_train_count,real_criticality_score,is_real_traffic_data
EVT-0003245,EVT-0003245,2025-07-27,AST-000353,S&T,Axle Counter,train detection,GNVR,GONDWANAVISAPUR,SECR,Maharashtra,SEC-GNVR-VSP,5.9,81.6,CRITICAL,125,3,True,71,30,14,0,0,0,0,0,reset recurrence,significant defect observed; reset recurrence.,7.1,True,HIGH,SYNTHETIC_FALLBACK,125,0.816,False
EVT-0003246,EVT-0003246,2025-07-27,AST-002819,Traction,Section Insulator,electrical sectioning,AMLA,AMLA JN,CR,Madhya Pradesh,SEC-AMLA-JKR,13.3,73.3,HIGH,125,3,True,62,30,70,40,0,0,0,0,flashover marks,significant defect observed; flashover marks.,8.2,False,HIGH,JMV_AMLA,3,0.2616,True
EVT-0003247,EVT-0003247,2025-07-27,AST-003294,Engineering,Ballast/Formation Zone,track geometry and drainage,LMK,LIMKHEDA,WR,Gujarat,SEC-LMK-PPD,11.2,54.6,MEDIUM,100,2,True,43,60,145,85,0,0,0,0,poor drainage,repeated functional abnormality; poor drainage.,3.2,False,HIGH,MAM_LMK,4,0.3038,True
EVT-0003248,EVT-0003248,2025-07-27,AST-000173,Engineering,Sleeper/Fastening Zone,track gauge and stability,TLB,TALWA BAZAR,ER,Jharkhand,SEC-TLB-TTN,2.7,55.1,MEDIUM,20,4,True,8,30,15,0,0,0,0,0,broken sleeper cluster,intermittent abnormality; broken sleeper cluster.,3.0,False,MEDIUM,SYNTHETIC_FALLBACK,20,0.551,False
EVT-0003249,EVT-0003249,2025-07-27,AST-001693,Traction,Traction Substation,traction power supply,BAD,BAAD,WCR,Uttar Pradesh,SEC-BAD-MTJ,3.4,78.8,CRITICAL,152,2,False,97,30,32,2,0,0,0,0,DGA anomaly,clear degradation; DGA anomaly.,4.3,False,MEDIUM,MTJ_BAD,3,0.2616,True
EVT-0003250,EVT-0003250,2025-07-27,AST-002198,S&T,Colour Light Signal,movement authority indication,CPNL,KANPUR C PANEL,NCR,Uttar Pradesh,SEC-CPNL-GOY,7.9,75.0,HIGH,36,8,True,18,30,57,27,0,0,0,0,LED aspect partial failure,intermittent abnormality; LED aspect partial failure.,3.1,True,MEDIUM,SYNTHETIC_FALLBACK,36,0.75,False
EVT-0003251,EVT-0003251,2025-07-27,AST-000533,Traction,Traction Substation,traction power supply,KDQ,KADIPUR,NER,Uttar Pradesh,SEC-KDQ-RJI,3.8,74.3,HIGH,66,2,False,40,30,75,45,0,0,1,0,transformer alarm,measurable deterioration; transformer alarm.,1.3,True,MEDIUM,KDQ_SRNT,13,0.4981,True
EVT-0003252,EVT-0003252,2025-07-28,AST-000806,S&T,Electronic Interlocking,route locking and conflict prevention,SBB,SAHIBABAD,NR,Delhi NCT,SEC-SBB-DSBP,14.1,89.9,CRITICAL,285,6,True,159,30,13,0,0,0,0,0,communication redundancy loss,measurable deterioration; communication redundancy loss.,1.3,False,MEDIUM,ANVR_SBB,3,0.2616,True
EVT-0003253,EVT-0003253,2025-07-28,AST-002376,Engineering,Points & Crossing,route setting and derailment prevention,KLNK,Kalanaur Kalan,NWR,Haryana,SEC-KLNK-LHLL,3.4,68.6,HIGH,21,2,False,12,14,36,22,0,0,0,0,switch rail gap,measurable deterioration; switch rail gap.,3.9,True,MEDIUM,KLNK_ROK,3,0.2616,True
EVT-0003254,EVT-0003254,2025-07-28,AST-002059,S&T,Electronic Interlocking,route locking and conflict prevention,DTN,DHAMTAN SAHIB,NR,Haryana,SEC-DTN-KLWN,12.7,79.6,CRITICAL,36,2,False,24,30,57,27,1,1,1,1,I/O module fault,repeated functional abnormality; I/O module fault.,1.8,False,HIGH,DHY_DTN,4,0.3038,True
EVT-0003255,EVT-0003255,2025-07-28,AST-002250,Traction,Section Insulator,electrical sectioning,MQL,MIRKHAL,SCR,Maharashtra,SEC-MQL-PIZ,27.5,56.5,MEDIUM,48,2,True,14,30,35,5,0,0,0,0,insulator chipping,slight deviation observed; insulator chipping.,1.7,False,LOW,PIZ_MQL,10,0.4526,True
EVT-0003256,EVT-0003256,2025-07-28,AST-002897,S&T,Interlocked Level Crossing,road-rail protection,MMS,MANDASA ROAD,ECoR,Andhra Pradesh,SEC-MMS-SUDV,7.4,78.6,CRITICAL,95,2,False,56,14,168,154,0,0,1,0,gate detection fault,significant defect observed; gate detection fault.,4.6,True,HIGH,BAV_MMS,4,0.3038,True
EVT-0003257,EVT-0003257,2025-07-28,AST-000304,Engineering,Points & Crossing,route setting and derailment prevention,MIAN,MIANGRAM,ER,West Bengal,SEC-MIAN-BZLE,2.9,71.6,HIGH,33,2,False,19,14,36,22,0,0,0,0,switch rail gap,measurable deterioration; switch rail gap.,1.3,False,MEDIUM,TYAE_MIAN,6,0.3673,True
EVT-0003258,EVT-0003258,2025-07-28,AST-003310,Traction,Section Insulator,electrical sectioning,DDL,DHANDARI KALAN,NR,Punjab,SEC-DDL-SNL,4.8,72.2,HIGH,133,3,True,61,30,72,42,0,0,0,0,alignment deviation,intermittent abnormality; alignment deviation.,4.4,True,MEDIUM,DDL_SNL,3,0.2616,True
EVT-0003259,EVT-0003259,2025-07-28,AST-001285,S&T,Track Circuit,train detection,SINR,Sinor,WR,Gujarat,SEC-SINR-MLSR,5.3,59.2,MEDIUM,2,2,False,1,30,60,30,0,0,0,0,insulation degradation,slight deviation observed; insulation degradation.,4.1,False,LOW,SYNTHETIC_FALLBACK,2,0.5920000000000001,False
EVT-0003260,EVT-0003260,2025-07-28,AST-002024,Engineering,Level Crossing Surface,road-rail interface,LNA,LAMANA,NWR,Rajasthan,SEC-LNA-MLI,4.3,59.2,MEDIUM,41,2,False,26,30,83,53,0,0,0,0,approach settlement,major degradation; approach settlement.,1.9,True,HIGH,SYNTHETIC_FALLBACK,41,0.5920000000000001,False
EVT-0003261,EVT-0003261,2025-07-28,AST-000443,S&T,Electronic Interlocking,route locking and conflict prevention,TGA,TEGHRA,ECR,Bihar,SEC-TGA-MPNH,23.2,81.8,CRITICAL,118,3,True,63,30,56,26,0,0,1,0,I/O module fault,major degradation; I/O module fault.,6.9,True,HIGH,MPNH_TGA,3,0.2616,True
EVT-0003262,EVT-0003262,2025-07-28,AST-000076,Traction,Circuit Breaker/Interrupter,traction protection and isolation,SPPA,SHERPUR DHIPURA,ECR,Bihar,SEC-SPPA-FAH,18.5,65.9,HIGH,8,2,False,5,30,160,130,0,0,1,0,contact wear,repeated functional abnormality; contact wear.,1.1,True,HIGH,SYNTHETIC_FALLBACK,8,0.659,False
EVT-0003263,EVT-0003263,2025-07-28,AST-000508,Engineering,Ballast/Formation Zone,track geometry and drainage,GJ,GANGAJHARI,SECR,Maharashtra,SEC-GJ-KWN,10.0,55.7,MEDIUM,79,2,True,22,60,22,0,0,0,0,0,poor drainage,intermittent abnormality; poor drainage.,1.2,True,MEDIUM,GJ_KWN,5,0.3382,True
EVT-0003264,EVT-0003264,2025-07-28,AST-002393,Engineering,Level Crossing Surface,road-rail interface,PATL,PATEL HALT,ECR,Bihar,SEC-PATL-SDE,12.1,55.8,MEDIUM,57,5,True,23,30,158,128,0,0,0,0,approach settlement,significant defect observed; approach settlement.,3.9,True,HIGH,PATL_BTA,5,0.3382,True
EVT-0003265,EVT-0003265,2025-07-28,AST-001818,Engineering,Ballast/Formation Zone,track geometry and drainage,BFM,BHALUI,ECR,Jharkhand,SEC-BFM-JMU,12.0,59.2,MEDIUM,111,5,True,44,60,69,9,0,0,0,0,poor drainage,major degradation; poor drainage.,7.0,True,HIGH,BFM_MNP,11,0.469,True
EVT-0003266,EVT-0003266,2025-07-28,AST-002469,Traction,Circuit Breaker/Interrupter,traction protection and isolation,SUX,SUDIYUR,SR,Tamil Nadu,SEC-SUX-MNM,20.6,69.2,HIGH,20,2,False,11,30,184,154,0,0,0,0,mechanism sluggishness,significant defect observed; mechanism sluggishness.,4.9,True,HIGH,MNM_SUX,4,0.3038,True
EVT-0003267,EVT-0003267,2025-07-29,AST-002353,Traction,Traction Substation,traction power supply,CV,KAVERI,SR,Tamil Nadu,SEC-CV-ED,9.8,80.2,CRITICAL,143,3,True,80,30,33,3,0,0,0,0,cooling system degradation,significant defect observed; cooling system degradation.,5.5,True,HIGH,ED_CV,5,0.3382,True
EVT-0003268,EVT-0003268,2025-07-29,AST-000166,Traction,Section Insulator,electrical sectioning,JDB,JAGDALPUR,ECoR,Chhattisgarh,SEC-JDB-NKX,12.2,45.8,MEDIUM,6,3,True,1,30,42,12,0,0,0,0,insulator chipping,measurable deterioration; insulator chipping.,8.2,False,MEDIUM,DMK_JDB,1,0.1308,True
EVT-0003269,EVT-0003269,2025-07-29,AST-001078,S&T,Colour Light Signal,movement authority indication,CBE,COIMBATORE JN,SR,Tamil Nadu,SEC-CBE-CBF,11.1,84.1,CRITICAL,126,5,True,44,30,37,7,0,0,0,0,aspect colour abnormality,slight deviation observed; aspect colour abnormality.,3.0,True,LOW,ED_CBE,6,0.3673,True
EVT-0003270,EVT-0003270,2025-07-29,AST-001168,S&T,Colour Light Signal,movement authority indication,ACL,ANCHELI,WR,Gujarat,SEC-ACL-AML,3.6,88.8,CRITICAL,189,2,False,107,30,43,13,0,0,0,0,incorrect aspect indication,intermittent abnormality; incorrect aspect indication.,1.9,True,MEDIUM,ACL_VDH,8,0.4147,True
EVT-0003271,EVT-0003271,2025-07-29,AST-000710,S&T,Colour Light Signal,movement authority indication,RYS,RASURIYA,NER,Uttar Pradesh,SEC-RYS-CHTI,9.0,91.9,CRITICAL,164,2,False,116,30,19,0,0,0,0,0,incorrect aspect indication,clear degradation; incorrect aspect indication.,2.9,False,MEDIUM,RYS_PMR,4,0.3038,True
EVT-0003272,EVT-0003272,2025-07-29,AST-000763,S&T,Electronic Interlocking,route locking and conflict prevention,BHA,BHANDAI,NCR,Uttar Pradesh,SEC-BHA-AGC,7.2,93.8,CRITICAL,155,2,False,103,30,33,3,0,0,0,0,communication redundancy loss,early wear indication; communication redundancy loss.,1.8,True,LOW,KRDN_BHA,1,0.1308,True
EVT-0003273,EVT-0003273,2025-07-29,AST-001257,S&T,Track Circuit,train detection,BPRS,BHOGPUR SIRWAL,NR,Punjab,SEC-BPRS-SWU,4.0,79.8,CRITICAL,73,2,False,42,30,32,2,0,0,0,0,insulation degradation,intermittent abnormality; insulation degradation.,4.1,False,MEDIUM,BPRS_CGH,3,0.2616,True
EVT-0003274,EVT-0003274,2025-07-29,AST-002924,S&T,Point Machine,route setting,BKL,BONA KALU,SCR,Andhra Pradesh,SEC-BKL-MTMI,9.7,87.4,CRITICAL,125,2,False,100,14,26,12,0,0,0,0,locking obstruction,significant defect observed; locking obstruction.,5.3,False,HIGH,NVC_BKL,3,0.2616,True
EVT-0003275,EVT-0003275,2025-07-29,AST-000688,Engineering,Level Crossing Surface,road-rail interface,BKTH,BAIKUNTH,SECR,Chhattisgarh,SEC-BKTH-TLD,6.1,67.2,HIGH,104,2,False,75,30,117,87,0,0,1,1,road surface degradation,measurable deterioration; road surface degradation.,1.9,True,MEDIUM,SLH_BKTH,3,0.2616,True
EVT-0003276,EVT-0003276,2025-07-29,AST-001324,Traction,Section Insulator,electrical sectioning,KTES,KATNI SOUTH,WCR,Madhya Pradesh,SEC-KTES-MJGP,14.9,54.6,MEDIUM,12,23,True,5,30,52,22,0,0,1,1,alignment deviation,repeated functional abnormality; alignment deviation.,8.9,False,HIGH,SHR_KTES,4,0.3038,True
EVT-0003277,EVT-0003277,2025-07-29,AST-002352,Engineering,Rail/Track Section,direct train running safety,GMS,GARHMUKTESAR,NR,Uttar Pradesh,SEC-GMS-SMBL,1.3,72.9,HIGH,104,4,True,43,30,28,0,0,0,0,0,surface shelling/squat,slight deviation observed; surface shelling/squat.,2.0,False,LOW,HPU_GMS,5,0.3382,True
EVT-0003278,EVT-0003278,2025-07-29,AST-001593,Engineering,Level Crossing Surface,road-rail interface,KKJ,KAKORI,NER,Uttar Pradesh,SEC-KKJ-AMG,2.5,62.8,HIGH,148,2,False,80,30,28,0,0,0,0,0,flange-way obstruction,slight deviation observed; flange-way obstruction.,0.8,False,LOW,KKJ_MLD,6,0.3673,True
EVT-0003279,EVT-0003279,2025-07-29,AST-002596,S&T,Interlocked Level Crossing,road-rail protection,DSPT,DANISHPET,SWR,Tamil Nadu,SEC-DSPT-TNT,4.6,87.8,CRITICAL,125,2,False,86,14,31,17,0,0,0,0,boom locking fault,clear degradation; boom locking fault.,4.4,False,MEDIUM,TNT_DSPT,4,0.3038,True
EVT-0003280,EVT-0003280,2025-07-29,AST-001786,S&T,Track Circuit,train detection,DDJ,DUM DUM,ER,West Bengal,SEC-DDJ-PTKR,5.7,83.0,CRITICAL,125,5,True,60,30,91,61,0,0,1,0,loss of shunt,measurable deterioration; loss of shunt.,4.7,False,MEDIUM,DDJ_BARN,23,0.5998,True
EVT-0003281,EVT-0003281,2025-07-29,AST-002689,Engineering,Rail/Track Section,direct train running safety,JRR,JUGAUR,NER,Uttar Pradesh,SEC-JRR-ML,10.7,73.2,HIGH,133,5,True,48,30,53,23,0,0,0,0,surface shelling/squat,slight deviation observed; surface shelling/squat.,1.5,False,LOW,JRR_ML,11,0.469,True
EVT-0003282,EVT-0003282,2025-07-29,AST-002515,S&T,Point Machine,route setting,KYX,KARHIYA BHADELI,WCR,Madhya Pradesh,SEC-KYX-BNU,18.8,69.8,HIGH,40,3,True,14,14,11,0,0,0,0,0,mechanical wear,slight deviation observed; mechanical wear.,1.1,False,LOW,KYX_DMO,3,0.2616,True
EVT-0003283,EVT-0003283,2025-07-29,AST-003369,Traction,Section Insulator,electrical sectioning,HIJ,HIJILLI,SER,West Bengal,SEC-HIJ-KGP,18.1,73.6,HIGH,103,5,True,40,30,10,0,0,0,0,0,insulator chipping,early wear indication; insulator chipping.,1.7,False,LOW,JER_HIJ,3,0.2616,True
EVT-0003284,EVT-0003284,2025-07-29,AST-001087,Engineering,Ballast/Formation Zone,track geometry and drainage,AIA,AJARAKA,NWR,Rajasthan,SEC-AIA-MJNL,8.2,50.4,MEDIUM,54,2,True,22,60,65,5,1,1,1,0,poor drainage,significant defect observed; poor drainage.,5.2,True,HIGH,AIA_BWL,1,0.1308,True
EVT-0003285,EVT-0003285,2025-07-29,AST-000290,Traction,Traction Substation,traction power supply,IMR,IBRAHIMPUR,SWR,Karnataka,SEC-IMR-BJP,3.9,64.0,HIGH,19,2,False,9,30,16,0,0,0,0,0,cooling system degradation,slight deviation observed; cooling system degradation.,0.9,True,LOW,JML_IMR,2,0.2074,True
EVT-0003286,EVT-0003286,2025-07-30,AST-002754,S&T,Electronic Interlocking,route locking and conflict prevention,SXN,SONAKHAN,SER,Orissa,SEC-SXN-SOGR,7.0,88.8,CRITICAL,74,2,False,48,30,60,30,0,0,0,0,route setting anomaly,intermittent abnormality; route setting anomaly.,3.9,True,MEDIUM,GP_SXN,6,0.3673,True
EVT-0003287,EVT-0003287,2025-07-30,AST-002333,Traction,Circuit Breaker/Interrupter,traction protection and isolation,DAD,DEVARGUDDA,SWR,Karnataka,SEC-DAD-RNR,15.4,71.4,HIGH,50,2,False,24,30,90,60,0,0,0,0,trip recurrence,clear degradation; trip recurrence.,2.8,False,MEDIUM,DAD_BYD,6,0.3673,True
EVT-0003288,EVT-0003288,2025-07-30,AST-000826,Traction,Traction Substation,traction power supply,MPLE,MAHIPAL,ER,West Bengal,SEC-MPLE-MPLR,7.5,66.0,HIGH,28,2,False,17,30,76,46,0,0,0,0,transformer alarm,major degradation; transformer alarm.,2.5,True,HIGH,MGLE_MPLE,1,0.1308,True
EVT-0003289,EVT-0003289,2025-07-30,AST-003202,Traction,Traction Substation,traction power supply,KTP,KATEPURNA,SCR,Maharashtra,SEC-KTP-BGN,6.9,84.2,CRITICAL,87,2,False,59,30,5,0,0,0,1,0,cooling system degradation,intermittent abnormality; cooling system degradation.,1.3,True,MEDIUM,BGN_KTP,3,0.2616,True
EVT-0003290,EVT-0003290,2025-07-30,AST-000248,Traction,Section Insulator,electrical sectioning,KJM,KRISHNARAJAPURAM,SWR,Karnataka,SEC-KJM-LOGH,8.6,45.3,MEDIUM,1,7,True,0,30,73,43,0,0,0,0,alignment deviation,measurable deterioration; alignment deviation.,5.0,True,MEDIUM,KJM_BNC,13,0.4981,True
EVT-0003291,EVT-0003291,2025-07-30,AST-002347,S&T,Axle Counter,train detection,NBM,NAVABPALEM,SCR,Andhra Pradesh,SEC-NBM-PTPU,3.8,82.0,CRITICAL,128,2,False,93,30,55,25,0,0,0,0,count mismatch,intermittent abnormality; count mismatch.,9.8,True,MEDIUM,NBM_NDD,2,0.2074,True
EVT-0003292,EVT-0003292,2025-07-30,AST-003244,Engineering,Sleeper/Fastening Zone,track gauge and stability,OTK,OTTAKOVIL,SR,Tamil Nadu,SEC-OTK-VER,4.3,57.6,MEDIUM,44,2,True,15,30,20,0,0,0,0,0,sleeper cracking,early wear indication; sleeper cracking.,2.7,True,LOW,ALU_OTK,3,0.2616,True
EVT-0003293,EVT-0003293,2025-07-30,AST-000810,Traction,Feeder/Return Conductor,traction current path,BLWR,BILESHWAR,WR,Gujarat,SEC-BLWR-RJT,20.8,59.6,MEDIUM,70,4,True,29,60,132,72,0,0,0,0,joint heating,major degradation; joint heating.,22.2,True,HIGH,KHC_BLWR,3,0.2616,True
EVT-0003294,EVT-0003294,2025-07-30,AST-000828,Engineering,Rail/Track Section,direct train running safety,CSN,CHALISGAON JN,CR,Maharashtra,SEC-CSN-VGL,7.1,73.3,HIGH,179,3,True,71,30,87,57,0,0,1,1,weld defect,measurable deterioration; weld defect.,1.6,False,MEDIUM,CSN_IGP,1,0.1308,True
EVT-0003295,EVT-0003295,2025-07-30,AST-000978,S&T,Track Circuit,train detection,DGB,DINDU GOPALA PURAM HALT,ECoR,Andhra Pradesh,SEC-DGB-KBM,1.9,79.0,CRITICAL,93,2,False,49,30,66,36,0,0,0,0,loss of shunt,measurable deterioration; loss of shunt.,4.0,False,MEDIUM,DGB_KBM,3,0.2616,True
EVT-0003296,EVT-0003296,2025-07-30,AST-000127,Traction,OHE Contact/Catenary,traction power collection,SBG,SAHIBGANJ JN,NFR,Bihar,SEC-SBG-SLJ,16.6,56.5,MEDIUM,16,5,True,4,30,45,15,0,0,0,0,sag/height deviation,minor visual anomaly; sag/height deviation.,0.7,True,LOW,BGP_SBG,3,0.2616,True
EVT-0003297,EVT-0003297,2025-07-30,AST-002274,Traction,OHE Contact/Catenary,traction power collection,NSP,NALLA SOPARA,WR,Maharashtra,SEC-NSP-VR,6.3,76.4,HIGH,174,2,True,76,30,12,0,0,0,0,0,wire strand damage,clear degradation; wire strand damage.,4.0,True,MEDIUM,NSP_BSR,1,0.1308,True
EVT-0003298,EVT-0003298,2025-07-30,AST-000963,Traction,Section Insulator,electrical sectioning,MOBD,Moabund,NFR,Assam,SEC-MOBD-RWH,8.9,53.6,MEDIUM,2,4,True,1,30,85,55,0,0,0,0,flashover marks,major degradation; flashover marks.,2.3,False,HIGH,MOBD_BLMR,2,0.2074,True
EVT-0003299,EVT-0003299,2025-07-30,AST-001645,Engineering,Rail/Track Section,direct train running safety,PBP,PEMBARTI,SCR,Andhra Pradesh,SEC-PBP-ZN,11.5,73.7,HIGH,97,2,True,64,30,49,19,0,0,0,0,weld defect,severe physical/electrical distress; weld defect.,12.1,True,CRITICAL,ALER_PBP,5,0.3382,True
EVT-0003300,EVT-0003300,2025-07-30,AST-003109,Engineering,Points & Crossing,route setting and derailment prevention,PPF,PIPLAJ,NWR,Rajasthan,SEC-PPF-BNGM,14.9,69.8,HIGH,41,3,True,17,14,80,66,0,0,0,0,crossing nose wear,measurable deterioration; crossing nose wear.,5.0,False,MEDIUM,PPF_BER,1,0.1308,True
EVT-0003301,EVT-0003301,2025-07-30,AST-001257,S&T,Track Circuit,train detection,BPRS,BHOGPUR SIRWAL,NR,Punjab,SEC-BPRS-SWU,4.0,79.8,CRITICAL,73,2,False,52,30,32,2,0,0,0,0,loss of shunt,repeated functional abnormality; loss of shunt.,5.2,True,HIGH,BPRS_CGH,3,0.2616,True
EVT-0003302,EVT-0003302,2025-07-30,AST-001111,S&T,Point Machine,route setting,ETM,ETTUMANUR,SR,Kerala,SEC-ETM-KFQ,8.9,81.9,CRITICAL,82,2,False,60,14,39,25,0,0,0,0,detection failure,significant defect observed; detection failure.,1.7,False,HIGH,ETM_PVRD,2,0.2074,True
EVT-0003303,EVT-0003303,2025-07-30,AST-003036,Engineering,Sleeper/Fastening Zone,track gauge and stability,GWM,GANNAVARAM,SCR,Andhra Pradesh,SEC-GWM-MBD,11.1,68.8,HIGH,128,2,True,54,30,58,28,0,0,1,0,sleeper cracking,clear degradation; sleeper cracking.,1.4,False,MEDIUM,NZD_GWM,1,0.1308,True
EVT-0003304,EVT-0003304,2025-07-30,AST-002976,Engineering,Points & Crossing,route setting and derailment prevention,AVD,AVADI,SR,Tamil Nadu,SEC-AVD-HC,5.0,85.7,CRITICAL,133,2,False,69,14,8,0,0,0,0,0,stretcher bar wear,minor visual anomaly; stretcher bar wear.,1.0,False,LOW,ANNR_AVD,84,0.8385,True
EVT-0003305,EVT-0003305,2025-07-31,AST-001438,S&T,Point Machine,route setting,SXD,SIDULI,ER,West Bengal,SEC-SXD-UKA,10.1,58.6,MEDIUM,10,3,True,4,14,28,14,1,1,1,1,detection failure,repeated functional abnormality; detection failure.,3.5,True,HIGH,KJME_SXD,5,0.3382,True
EVT-0003306,EVT-0003306,2025-07-31,AST-001619,Engineering,Sleeper/Fastening Zone,track gauge and stability,BMAE,BELMURI,ER,West Bengal,SEC-BMAE-PBZ,14.9,65.1,HIGH,132,2,True,74,30,144,114,0,0,0,0,broken sleeper cluster,repeated functional abnormality; broken sleeper cluster.,10.4,True,HIGH,DNHL_BMAE,25,0.6149,True
EVT-0003307,EVT-0003307,2025-07-31,AST-000386,Engineering,Rail/Track Section,direct train running safety,BTE,BHARATPUR JN,WCR,Rajasthan,SEC-BTE-NHB,4.2,66.4,HIGH,34,4,True,16,30,20,0,0,0,0,0,rail crack indication,minor visual anomaly; rail crack indication.,2.1,False,LOW,BTE_HK,3,0.2616,True
EVT-0003308,EVT-0003308,2025-07-31,AST-000356,S&T,Point Machine,route setting,RGP,RAGHUNATHPALLI,SCR,Andhra Pradesh,SEC-RGP-ZN,2.2,83.1,CRITICAL,97,2,False,67,14,17,3,0,0,0,0,locking obstruction,unsafe/fail-state indication; locking obstruction.,1.8,True,CRITICAL,GNP_RGP,5,0.3382,True
EVT-0003309,EVT-0003309,2025-07-31,AST-002809,Engineering,Ballast/Formation Zone,track geometry and drainage,BDKN,BANDHUA KALAN,NR,Uttar Pradesh,SEC-BDKN-SHNG,10.1,51.7,MEDIUM,55,2,True,15,60,199,139,1,1,1,0,formation settlement,intermittent abnormality; formation settlement.,2.9,True,MEDIUM,BDKN_SLN,3,0.2616,True
EVT-0003310,EVT-0003310,2025-07-31,AST-002659,Engineering,Bridge/Culvert,structural route continuity,AHH,AHMADGARH,NR,Punjab,SEC-AHH-RHW,25.4,62.1,HIGH,31,2,True,14,90,57,0,0,0,0,0,scour/erosion concern,significant defect observed; scour/erosion concern.,2.8,True,HIGH,AHH_MET,4,0.3038,True
EVT-0003311,EVT-0003311,2025-07-31,AST-002743,Engineering,Points & Crossing,route setting and derailment prevention,KBT,KADAMBATTUR,SR,Tamil Nadu,SEC-KBT-SPAM,4.6,85.2,CRITICAL,127,2,False,86,14,13,0,0,0,0,0,point misalignment,clear degradation; point misalignment.,7.5,False,MEDIUM,KBT_TO,20,0.5746,True
EVT-0003312,EVT-0003312,2025-07-31,AST-002560,Traction,Circuit Breaker/Interrupter,traction protection and isolation,SAW,SURIAWAN,NR,Uttar Pradesh,SEC-SAW-MOF,4.5,74.6,HIGH,44,2,False,32,30,153,123,0,0,0,0,mechanism sluggishness,repeated functional abnormality; mechanism sluggishness.,9.6,True,HIGH,JNH_SAW,3,0.2616,True
EVT-0003313,EVT-0003313,2025-07-31,AST-001860,S&T,Electronic Interlocking,route locking and conflict prevention,KSO,KHEMASULI,SER,West Bengal,SEC-KSO-KKQ,8.0,84.6,CRITICAL,66,2,False,47,30,75,45,0,0,0,0,route setting anomaly,repeated functional abnormality; route setting anomaly.,5.7,True,HIGH,KKQ_KSO,10,0.4526,True
EVT-0003314,EVT-0003314,2025-07-31,AST-001312,Engineering,Points & Crossing,route setting and derailment prevention,JSG,JHARSUGUDA JN,SER,Orissa,SEC-JSG-JSGR,8.5,81.1,CRITICAL,96,8,True,57,14,37,23,0,0,1,1,switch rail gap,significant defect observed; switch rail gap.,3.5,True,HIGH,BRJN_JSG,9,0.4346,True
EVT-0003315,EVT-0003315,2025-07-31,AST-000440,Engineering,Rail/Track Section,direct train running safety,BKT,BAKSHI KA TALAB,NER,Uttar Pradesh,SEC-BKT-MBP,19.8,68.4,HIGH,23,7,True,10,30,185,155,0,0,1,0,corrugation/wear,measurable deterioration; corrugation/wear.,4.9,True,MEDIUM,SYNTHETIC_FALLBACK,23,0.684,False
EVT-0003316,EVT-0003316,2025-07-31,AST-002664,Traction,Circuit Breaker/Interrupter,traction protection and isolation,MAF,MANUR,SR,Tamil Nadu,SEC-MAF-SPAM,21.0,78.8,CRITICAL,126,2,False,74,30,13,0,1,1,1,1,mechanism sluggishness,clear degradation; mechanism sluggishness.,4.2,False,MEDIUM,SPAM_MAF,24,0.6075,True
EVT-0003317,EVT-0003317,2025-07-31,AST-002208,Engineering,Bridge/Culvert,structural route continuity,MALA,MALA,NER,Uttar Pradesh,SEC-MALA-SG,7.9,61.1,HIGH,4,5,True,2,90,214,124,0,0,0,0,structural crack indication,significant defect observed; structural crack indication.,9.8,False,HIGH,DYU_MALA,4,0.3038,True
EVT-0003318,EVT-0003318,2025-08-01,AST-001349,S&T,Electronic Interlocking,route locking and conflict prevention,RCGT,RICHUGHUTU,SER,Jharkhand,SEC-RCGT-DEMU,1.0,71.5,HIGH,31,2,False,16,30,7,0,0,0,0,0,I/O module fault,clear degradation; I/O module fault.,1.5,False,MEDIUM,RCGT_CTQ,4,0.3038,True
EVT-0003319,EVT-0003319,2025-08-01,AST-000157,Traction,OHE Contact/Catenary,traction power collection,BRB,BORIBIAL,CR,Maharashtra,SEC-BRB-DD,9.0,72.2,HIGH,79,5,True,40,30,127,97,0,0,0,0,hot spot indication,repeated functional abnormality; hot spot indication.,2.9,True,HIGH,BRB_DD,2,0.2074,True
EVT-0003320,EVT-0003320,2025-08-01,AST-000126,S&T,Colour Light Signal,movement authority indication,TNW,THAPAR NAGAR,SER,West Bengal,SEC-TNW-KAO,9.9,77.0,HIGH,94,2,False,73,30,180,150,0,0,3,1,incorrect aspect indication,complete or near-complete functional failure; incorrect aspect indication.,7.1,True,CRITICAL,KAO_TNW,8,0.4147,True
EVT-0003321,EVT-0003321,2025-08-01,AST-002827,Engineering,Rail/Track Section,direct train running safety,BAM,BRAHMAPUR,ECoR,Orissa,SEC-BAM-JNP,15.4,69.6,HIGH,97,2,True,35,30,43,13,0,0,0,0,surface shelling/squat,measurable deterioration; surface shelling/squat.,4.6,False,MEDIUM,BAM_PSA,25,0.6149,True
